,Open,High,Low,Close,Volume
9:31:00,1107.72,1107.72,1107.11,1107.62,35271
9:32:00,1108.36,1110,1107.29,1110,8386
9:33:00,1112.11,1112.11,1109.29,1109.29,9096
9:34:00,1107.5,1107.5,1103.2198,1103.2198,10595
9:35:00,1103.85,1103.85,1102.36,1102.36,13013
9:36:00,1100,1100,1100,1100,4392
9:37:00,1101.65,1101.65,1100.4,1100.4,6834
9:38:00,1100.7,1101.1899,1097.53,1097.53,8551
9:39:00,1098.7305,1098.96,1098.7305,1098.96,4929
9:40:00,1097.86,1098.03,1097.86,1098.03,5933
9:41:00,1098.27,1099.85,1098.27,1099.6163,12482
9:42:00,1101.6899,1101.6899,1101.54,1101.54,4935
9:43:00,1099.3101,1100.13,1099.3101,1100.13,5540
9:44:00,1101.6317,1101.6317,1100,1100,6136
9:45:00,1099.42,1099.42,1099.42,1099.42,2227
9:46:00,1102.5,1102.5,1102.5,1102.5,1777
9:47:00,1101.6,1103,1101.6,1103,7744
9:48:00,1101.34,1102.35,1101.34,1102.35,5036
9:49:00,1099.58,1101.1,1099.58,1101.1,4366
9:50:00,1102.3647,1102.3647,1099.61,1099.61,4601
9:51:00,1099.29,1099.5551,1099.29,1099.5551,4995
9:52:00,1100.12,1102.92,1100.12,1102.92,8410
9:53:00,1102.78,1102.78,1102.585,1102.585,3675
9:54:00,1100.76,1100.76,1100.76,1100.76,1674
9:55:00,1101.2,1101.2,1099.97,1099.97,4020
9:56:00,1099.6801,1099.6801,1099.6801,1099.6801,7051
9:57:00,1099.33,1101.8199,1099.33,1101.8199,4079
9:58:00,1100.67,1101.0699,1099.42,1099.42,5601
9:59:00,1099.04,1099.04,1098.37,1098.37,6794
10:00:00,1097.67,1097.67,1097.16,1097.16,4266
10:01:00,1096.5601,1098,1096.5601,1097.11,12864
10:02:00,1097.785,1097.785,1097.785,1097.785,2647
10:03:00,1098.36,1098.36,1095.71,1095.71,4683
10:04:00,1095.6801,1095.6801,1095.29,1095.29,6700
10:05:00,1095,1095,1094.4399,1094.4399,5554
10:06:00,1094.0751,1097.005,1094.0751,1095.86,11043
10:07:00,1095.385,1095.385,1095.15,1095.15,4357
10:08:00,1094.6801,1094.85,1094.6801,1094.85,5343
10:09:00,1095.87,1095.87,1094.39,1094.39,4416
10:10:00,1095.85,1095.85,1095.01,1095.01,4855
10:11:00,1095.23,1095.23,1095.23,1095.23,2772
10:12:00,1095,1097.08,1094.4,1097.08,5511
10:13:00,1094.83,1094.83,1094.83,1094.83,1267
10:14:00,1094.803,1094.803,1094.803,1094.803,1085
10:15:00,1094.59,1094.59,1092.27,1092.27,10261
10:16:00,1091.74,1092.36,1091,1091,8208
10:17:00,1091.63,1091.63,1091.41,1091.41,4041
10:18:00,1091.4301,1091.4301,1091.4301,1091.4301,963
10:19:00,1090.67,1090.67,1090.67,1090.67,1760
10:20:00,1090,1090,1089.38,1089.38,4461
10:21:00,1090.33,1091.4183,1090.33,1091.4183,7308
10:22:00,1091.92,1092.42,1091.92,1092.42,7255
10:23:00,1094,1094,1094,1094,1754
10:24:00,1094.63,1094.6665,1094.63,1094.6665,3099
10:25:00,1095.59,1095.59,1095.59,1095.59,2405
10:26:00,1096.696,1096.696,1096.696,1096.696,2427
10:27:00,1097.05,1097.05,1097.05,1097.05,1031
10:28:00,1097.2058,1097.2058,1096.72,1096.92,5523
10:29:00,1096.9399,1096.9399,1096.9399,1096.9399,1070
10:30:00,1097.05,1097.05,1097.05,1097.05,2065
10:31:00,1095.52,1095.71,1095.52,1095.71,3129
10:32:00,1095.6821,1095.6821,1095.6821,1095.6821,3177
10:33:00,1096.2725,1096.2725,1096.2725,1096.2725,1700
10:34:00,1097.08,1097.735,1097.08,1097.735,3904
10:35:00,1098.85,1098.85,1098.85,1098.85,2197
10:36:00,1098.3857,1098.3857,1098.3857,1098.3857,2763
10:38:00,1098.16,1098.51,1098.16,1098.51,3849
10:39:00,1098.0699,1098.1154,1098.0699,1098.1154,3660
10:40:00,1097.0699,1097.22,1097.0699,1097.22,4866
10:41:00,1098.0544,1098.4659,1098.0544,1098.4659,4908
10:42:00,1097.2498,1097.9,1097.2498,1097.9,3837
10:43:00,1097.4435,1097.4435,1096.26,1096.26,3714
10:44:00,1097.0601,1097.0601,1097.0601,1097.0601,1470
10:45:00,1095.72,1095.72,1095.72,1095.72,1429
10:46:00,1095.6768,1095.6768,1095.6768,1095.6768,2143
10:47:00,1095.91,1096.55,1095.91,1096.55,3784
10:48:00,1096.61,1096.61,1096.61,1096.61,4274
10:49:00,1096.11,1096.11,1096.11,1096.11,1376
10:50:00,1097.03,1097.03,1097.03,1097.03,1382
10:51:00,1096.53,1096.53,1096.53,1096.53,2359
10:53:00,1097.15,1097.9351,1097.15,1097.9351,2626
10:54:00,1097.4399,1098.24,1097.4399,1098.0699,6142
10:55:00,1097.9,1100,1097.9,1100,4553
10:56:00,1101.29,1101.29,1101.29,1101.29,1282
10:57:00,1100.51,1101.58,1100.51,1100.8199,9264
10:58:00,1101.05,1101.05,1101.05,1101.05,956
10:59:00,1100.66,1101.45,1100.66,1101.45,2539
11:00:00,1101.26,1101.26,1101.26,1101.26,1579
11:01:00,1100.98,1100.98,1100.98,1100.98,2706
11:02:00,1101.71,1101.7212,1101.71,1101.7212,2370
11:03:00,1100.92,1100.92,1100.92,1100.92,1327
11:04:00,1101.4301,1101.4301,1101.4301,1101.4301,1646
11:05:00,1100.6899,1101.5184,1100.6899,1101.5184,2817
11:06:00,1103.09,1103.09,1103.09,1103.09,1550
11:07:00,1104.21,1105,1104.21,1105,6137
11:08:00,1104.37,1104.6195,1104.37,1104.6195,4130
11:09:00,1106,1106,1106,1106,1275
11:10:00,1105.98,1106.41,1105.92,1106.41,5233
11:12:00,1105.99,1105.99,1105.62,1105.62,3490
11:13:00,1107.7,1107.7,1107.52,1107.52,3903
11:14:00,1108.78,1108.78,1108.78,1108.78,2091
11:15:00,1107.9116,1107.9116,1107.9116,1107.9116,1337
11:16:00,1107.65,1107.65,1107.65,1107.65,2788
11:17:00,1108.42,1108.87,1108.42,1108.87,2723
11:18:00,1108.3,1108.3,1107.7969,1107.7969,4445
11:19:00,1109.0601,1109.0601,1107.955,1107.955,5854
11:20:00,1108.14,1108.14,1108.14,1108.14,3327
11:21:00,1108.7104,1108.7104,1108.7104,1108.7104,1757
11:22:00,1108.9399,1108.9399,1108.79,1108.79,3287
11:23:00,1108.96,1108.96,1108.92,1108.92,3168
11:24:00,1107.52,1107.52,1107.52,1107.52,2402
11:25:00,1108.0854,1108.0854,1108.0854,1108.0854,1354
11:26:00,1106.9399,1107.92,1106.9399,1107.92,3101
11:27:00,1108.9705,1108.9705,1108.9705,1108.9705,1918
11:28:00,1110.8004,1110.8004,1110.8004,1110.8004,1437
11:29:00,1111.1801,1111.1801,1110.4764,1110.4764,2843
11:31:00,1110,1110,1109.92,1109.92,2737
11:32:00,1109.02,1109.02,1109.02,1109.02,1644
11:33:00,1108.4164,1108.4164,1108.4164,1108.4164,1135
11:34:00,1107.86,1107.89,1107.86,1107.89,3215
11:35:00,1106.3201,1106.3201,1106.3201,1106.3201,1956
11:36:00,1105.91,1105.91,1105.91,1105.91,1120
11:37:00,1105.79,1105.79,1105.79,1105.79,1233
11:38:00,1106.5532,1106.5532,1106.5532,1106.5532,1398
11:39:00,1106.55,1107.005,1106.55,1107.005,2978
11:40:00,1107.8187,1107.8187,1106.55,1106.55,3365
11:41:00,1106.29,1106.29,1105.86,1105.86,2775
11:42:00,1105.89,1105.89,1105.89,1105.89,1917
11:43:00,1106.085,1106.085,1104.47,1104.47,4695
11:44:00,1105.6064,1105.6064,1104.61,1104.61,3066
11:45:00,1104.76,1104.76,1104.76,1104.76,1678
11:46:00,1104.41,1104.41,1103.9399,1103.9399,3162
11:47:00,1104.25,1104.9,1104.25,1104.9,2979
11:48:00,1104.17,1104.17,1104.17,1104.17,572
11:49:00,1103.87,1103.87,1103.87,1103.87,1323
11:50:00,1103.88,1104.24,1103.88,1104.24,1898
11:51:00,1104.5966,1104.5966,1104.5966,1104.5966,1051
11:52:00,1103.54,1103.92,1103.54,1103.92,2305
11:53:00,1102.59,1102.59,1100.01,1101.528,8559
11:54:00,1101.4301,1101.4301,1100.96,1101.13,3677
11:55:00,1101.1842,1101.1842,1099.8199,1099.8199,3556
11:56:00,1101.23,1101.325,1101.23,1101.325,3098
11:57:00,1101.13,1101.13,1100,1100,6101
11:58:00,1099.97,1099.97,1098.45,1098.45,4606
11:59:00,1098.7,1098.7,1098.5,1098.5,3294
12:00:00,1098.05,1098.05,1098.05,1098.05,2135
12:01:00,1098.6035,1098.6035,1096.95,1097.21,2998
12:03:00,1097.17,1097.88,1097.17,1097.88,1900
12:04:00,1097.75,1098.5649,1097.75,1098.5649,2485
12:05:00,1097.3906,1097.8051,1097.3906,1097.8051,1809
12:06:00,1098.79,1098.85,1098.79,1098.85,2323
12:07:00,1097.85,1098.11,1097.85,1098.11,2363
12:08:00,1099.145,1099.145,1099.145,1099.145,742
12:09:00,1099.415,1099.415,1099.08,1099.08,2453
12:10:00,1099,1099,1097.8094,1097.8094,10554
12:11:00,1097.28,1097.28,1097.28,1097.28,775
12:12:00,1097.64,1097.64,1096.88,1096.88,3455
12:13:00,1097.8254,1097.8254,1097.8254,1097.8254,475
12:14:00,1096.24,1096.24,1096.24,1096.24,1442
12:15:00,1096.2898,1096.2898,1096.2898,1096.2898,563
12:16:00,1095.5601,1096.63,1095.5601,1096.63,1942
12:17:00,1096.5306,1096.7,1096.5306,1096.5425,3164
12:18:00,1097.17,1097.17,1097.17,1097.17,1034
12:19:00,1096.6409,1096.6409,1096.5,1096.5,1964
12:20:00,1097.66,1097.66,1097.05,1097.05,1982
12:21:00,1096.7982,1096.7982,1096.7982,1096.7982,559
12:22:00,1097.39,1097.39,1097.39,1097.39,658
12:23:00,1098.0601,1099.23,1098.0601,1099.23,3070
12:24:00,1099.83,1099.8304,1099.83,1099.8304,2914
12:25:00,1099.99,1099.99,1099.99,1099.99,524
12:26:00,1098.5184,1098.5184,1098.5184,1098.5184,933
12:27:00,1098.446,1098.446,1098.446,1098.446,1239
12:28:00,1099.54,1100.4496,1099.54,1100.4496,3884
12:30:00,1099.8669,1099.8669,1099.8669,1099.8669,605
12:31:00,1099.85,1099.85,1099.85,1099.85,685
12:32:00,1099.28,1099.28,1099.0601,1099.0601,1930
12:33:00,1099.26,1099.26,1099.25,1099.25,2950
12:34:00,1100.85,1101.11,1100.85,1101.11,1833
12:35:00,1103.17,1103.17,1103.17,1103.17,1050
12:36:00,1103.03,1103.3051,1103.03,1103.3051,2369
12:37:00,1103.96,1103.96,1103.96,1103.96,1840
12:38:00,1103.36,1103.36,1103.36,1103.36,1899
12:39:00,1102.62,1102.62,1102.62,1102.62,480
12:40:00,1102.645,1103.28,1102.645,1103.28,1903
12:41:00,1103.28,1103.28,1102.97,1102.97,1103
12:42:00,1101.8817,1101.8817,1101.8817,1101.8817,1183
12:43:00,1101.8199,1101.8199,1101.8199,1101.8199,1059
12:44:00,1101.7965,1101.7965,1101.7965,1101.7965,299
12:46:00,1101.67,1101.74,1101.61,1101.61,9519
12:47:00,1101.76,1101.76,1100.4301,1100.64,3668
12:48:00,1100.6,1100.6,1100.6,1100.6,1472
12:49:00,1101.25,1101.25,1101.25,1101.25,2167
12:50:00,1101.7255,1101.7255,1101.7255,1101.7255,1366
12:51:00,1101.9517,1101.9517,1101.9517,1101.9517,638
12:53:00,1102.26,1102.26,1102.1899,1102.1899,2425
12:54:00,1100.7603,1100.7603,1100.7603,1100.7603,508
12:55:00,1100.88,1100.88,1100.88,1100.88,1853
12:57:00,1100.9399,1100.9399,1100.83,1100.83,1854
12:58:00,1101.54,1101.54,1101.54,1101.54,712
12:59:00,1100.525,1101.1899,1100.525,1100.78,2472
13:00:00,1100.89,1100.89,1100.89,1100.89,592
13:01:00,1101.76,1102,1101.76,1102,2600
13:02:00,1101.58,1101.58,1101.11,1101.11,1986
13:03:00,1101.14,1101.14,1101.14,1101.14,1020
13:04:00,1102.89,1102.89,1102.89,1102.89,1819
13:05:00,1103.24,1103.24,1103.24,1103.24,918
13:06:00,1103.2117,1103.2117,1103.2117,1103.2117,2017
13:07:00,1103.2,1103.2,1102.4987,1102.4987,4330
13:08:00,1103.3431,1103.3431,1103.3431,1103.3431,956
13:09:00,1104.1893,1104.1893,1103.3,1103.3,3265
13:10:00,1103.34,1103.34,1102.2753,1102.2753,2772
13:11:00,1102.38,1102.38,1101.04,1101.04,2373
13:13:00,1101.12,1101.3199,1101.12,1101.3199,1862
13:14:00,1102.74,1103.08,1101.5699,1102.26,4739
13:15:00,1102.95,1102.9921,1102.95,1102.9921,1885
13:16:00,1102.67,1102.67,1102.67,1102.67,814
13:17:00,1101.8,1101.8,1101.8,1101.8,950
13:18:00,1101.27,1101.27,1101.27,1101.27,1952
13:19:00,1101.4363,1101.4363,1100.97,1100.97,1552
13:20:00,1102.645,1102.645,1102.29,1102.29,3801
13:21:00,1101.24,1101.24,1101.24,1101.24,1395
13:22:00,1100.8,1100.8,1100.705,1100.705,4002
13:23:00,1100.8051,1100.8051,1100.7,1100.775,4047
13:25:00,1101.125,1101.125,1100.79,1100.79,1325
13:26:00,1100.88,1100.88,1100.88,1100.88,1152
13:27:00,1100.5541,1100.5541,1100.335,1100.335,1919
13:28:00,1099.5699,1099.5699,1098.85,1098.85,3560
13:29:00,1099.26,1100.04,1099.26,1100.04,2325
13:30:00,1099.72,1099.72,1099.72,1099.72,615
13:31:00,1098.87,1099.17,1098.87,1099.17,2674
13:32:00,1100.87,1101.21,1100.87,1101.21,1684
13:33:00,1101.21,1101.21,1101.21,1101.21,1022
13:34:00,1101.21,1101.21,1101.21,1101.21,773
13:35:00,1101.7354,1102.0706,1101.7354,1102.0706,1482
13:36:00,1101.85,1101.85,1101.85,1101.85,895
13:37:00,1102.0699,1102.0699,1101.9301,1101.9301,2230
13:38:00,1101.2,1101.2,1101.2,1101.2,611
13:39:00,1101.1801,1101.45,1101.1801,1101.45,2086
13:40:00,1101.16,1101.16,1101.16,1101.16,822
13:41:00,1101.9399,1101.9399,1101.46,1101.46,1914
13:42:00,1102.1,1102.1,1102.1,1102.1,769
13:43:00,1103.21,1104.45,1103.21,1104.45,2083
13:44:00,1104.2826,1104.2826,1102.63,1102.63,2564
13:45:00,1102.8954,1103.95,1102.8954,1103.256,2719
13:46:00,1104.42,1104.42,1104.42,1104.42,1160
13:47:00,1104.6899,1104.6899,1104.6899,1104.6899,1092
13:48:00,1104.95,1104.95,1104.545,1104.545,2352
13:49:00,1105.13,1105.41,1105.13,1105.41,1335
13:50:00,1106.45,1106.45,1106.3867,1106.3867,2347
13:51:00,1106.61,1106.61,1106.015,1106.015,3218
13:52:00,1104.97,1104.97,1104.97,1104.97,962
13:53:00,1105.17,1105.36,1105.0551,1105.0551,2308
13:55:00,1104.4525,1105.5601,1104.4525,1105.5601,1975
13:56:00,1105.6801,1105.6801,1104.41,1104.4989,2560
13:58:00,1104.615,1104.615,1104.615,1104.615,1064
13:59:00,1105.1,1105.1,1105.1,1105.1,753
14:00:00,1105.17,1105.17,1105.17,1105.17,1304
14:01:00,1104.7574,1104.7574,1104.7574,1104.7574,1037
14:02:00,1104.34,1104.34,1104.34,1104.34,683
14:03:00,1103.41,1103.46,1103.04,1103.04,3299
14:04:00,1103.1,1103.1,1103.1,1103.1,757
14:05:00,1104.71,1104.71,1104.71,1104.71,1414
14:06:00,1104.03,1104.03,1104,1104,2312
14:07:00,1102.55,1102.83,1102.02,1102.59,4913
14:09:00,1102.7931,1102.7931,1102.7931,1102.7931,746
14:10:00,1101.71,1102.0601,1101.71,1102.0601,2054
14:11:00,1101.6951,1101.6951,1101.6951,1101.6951,832
14:12:00,1101.1801,1101.1801,1100.365,1101.04,3381
14:14:00,1099.92,1100,1099.92,1100,2631
14:15:00,1100.2748,1100.2748,1098.5601,1098.61,2721
14:16:00,1099.027,1099.027,1099.027,1099.027,938
14:17:00,1099.29,1099.29,1099.29,1099.29,1021
14:18:00,1099.58,1099.67,1099.58,1099.67,1940
14:19:00,1099.1302,1099.1302,1099.1302,1099.1302,652
14:20:00,1099.39,1099.39,1099.24,1099.24,1705
14:21:00,1099.7,1100.5601,1099.7,1100.5601,1939
14:22:00,1100.86,1101.2756,1100.86,1101.2756,2569
14:23:00,1100.47,1100.47,1100.47,1100.47,512
14:24:00,1100.4399,1100.4399,1100.4399,1100.4399,636
14:25:00,1100.99,1100.99,1100.11,1100.11,3027
14:26:00,1099.89,1100.01,1099.89,1100.01,3303
14:27:00,1099.36,1099.36,1098.37,1098.87,2380
14:28:00,1099.0699,1099.0699,1099.0699,1099.0699,712
14:29:00,1097.975,1098.08,1097.24,1098.08,3139
14:30:00,1098.0699,1098.0699,1098.0699,1098.0699,976
14:31:00,1097.0601,1097.0601,1096.91,1096.91,1652
14:32:00,1097.0592,1097.23,1097.0592,1097.23,1641
14:33:00,1097.12,1098.04,1097.12,1098.04,2035
14:34:00,1097.8101,1097.8101,1097.8101,1097.8101,731
14:35:00,1098.04,1098.04,1097.83,1097.83,2172
14:36:00,1097.11,1097.11,1096.97,1097.1,3568
14:37:00,1096.96,1097.348,1096.96,1097.348,2293
14:38:00,1096.88,1097.05,1096.88,1097.05,1429
14:39:00,1097.9,1097.9,1097.35,1097.35,2232
14:40:00,1098.5133,1098.5133,1098.29,1098.29,2516
14:41:00,1098.8949,1099.3199,1098.8949,1099.3199,1910
14:42:00,1099.24,1099.24,1099.24,1099.24,708
14:43:00,1099.22,1099.22,1098.9,1099.0699,2816
14:44:00,1099.25,1100.12,1099.25,1100.12,1630
14:45:00,1100.45,1100.45,1100.45,1100.45,643
14:46:00,1100.71,1100.71,1100.71,1100.71,1641
14:47:00,1100.5747,1100.5747,1100.5747,1100.5747,878
14:48:00,1100.8199,1101.1,1100.8199,1101.1,2147
14:49:00,1101.3199,1101.6941,1101.3199,1101.6941,1577
14:50:00,1101.9301,1101.9301,1101.9301,1101.9301,959
14:51:00,1102.96,1103.415,1102.96,1103.415,1804
14:52:00,1102.8984,1102.8984,1102.8984,1102.8984,567
14:53:00,1104.1465,1104.1465,1104.13,1104.13,1399
14:54:00,1104.2776,1104.2776,1104.2776,1104.2776,994
14:55:00,1104.62,1104.62,1104.58,1104.58,2365
14:56:00,1103.4738,1103.4738,1103.4738,1103.4738,1145
14:57:00,1103.4128,1103.4128,1103.4128,1103.4128,1197
14:58:00,1103.37,1103.52,1103.37,1103.52,2388
14:59:00,1103.33,1103.33,1103.33,1103.33,510
15:00:00,1102.83,1102.83,1102.0302,1102.0302,2714
15:01:00,1103.15,1103.15,1102.3217,1102.3217,1978
15:02:00,1102.551,1102.551,1102.551,1102.551,2085
15:03:00,1103.345,1103.345,1103.345,1103.345,626
15:04:00,1102.3101,1102.3101,1102.3101,1102.3101,635
15:05:00,1103.7249,1103.87,1103.7249,1103.87,2442
15:06:00,1103.4905,1103.4905,1103.4905,1103.4905,641
15:07:00,1104.15,1104.15,1103.71,1103.71,2780
15:08:00,1103.77,1103.77,1103.77,1103.77,437
15:09:00,1104.9504,1105.16,1103.49,1103.49,4494
15:10:00,1101.52,1102.03,1101.52,1102.03,2064
15:11:00,1101.61,1101.61,1100.98,1100.98,2870
15:12:00,1100.42,1100.42,1098.59,1099.29,5577
15:13:00,1099.73,1099.73,1099.73,1099.73,925
15:14:00,1100.76,1100.76,1099.35,1099.36,4152
15:15:00,1098.8199,1098.8199,1098.51,1098.51,2383
15:16:00,1098.8199,1098.8199,1098.8199,1098.8199,916
15:17:00,1098.0601,1099.51,1098.0601,1099.51,3017
15:18:00,1097.8,1098.08,1097.02,1097.02,3696
15:19:00,1096.9301,1096.9301,1096.9301,1096.9301,572
15:20:00,1096.6899,1097.42,1096.6899,1097.42,3221
15:21:00,1097.02,1097.02,1096.4194,1096.4194,1962
15:22:00,1097.8275,1098.67,1097.77,1098.67,5842
15:23:00,1099.0601,1099.925,1099,1099,8333
15:24:00,1099.52,1099.52,1098.86,1099.1,5353
15:25:00,1099.67,1099.97,1099.67,1099.9398,2260
15:26:00,1100.4578,1100.4578,1100.4578,1100.4578,753
15:27:00,1100.1899,1100.1899,1100.12,1100.12,2001
15:28:00,1100.67,1100.67,1098.83,1098.83,3681
15:29:00,1099.1899,1099.1899,1098.52,1098.52,1989
15:30:00,1097.78,1098.12,1097.63,1097.63,4784
15:31:00,1097.98,1097.98,1097.98,1097.98,1599
15:32:00,1098.3929,1098.3929,1096.45,1096.45,2773
15:33:00,1096.0699,1096.4301,1096.0699,1096.4301,2718
15:34:00,1096.4,1096.6,1096.12,1096.12,2850
15:35:00,1095.4301,1095.4301,1095.4301,1095.4301,1663
15:36:00,1095.3997,1097.08,1095.3997,1097.08,2896
15:37:00,1097.35,1097.35,1096.4301,1096.4301,2038
15:38:00,1096.23,1096.23,1095.9537,1095.9537,4530
15:39:00,1096.755,1096.755,1096.48,1096.48,2409
15:40:00,1096.51,1096.51,1096.39,1096.5,3686
15:41:00,1096.4,1097.33,1096.4,1097.33,2703
15:42:00,1097.76,1098.36,1097.76,1098.3149,6020
15:43:00,1098.42,1098.42,1097.48,1097.48,2826
15:44:00,1097.61,1097.88,1097.61,1097.88,2201
15:45:00,1097.47,1097.47,1097.39,1097.4,4818
15:46:00,1097.23,1097.23,1096.4,1096.95,5005
15:47:00,1097.38,1097.38,1096.4,1097.0225,5383
15:48:00,1097.53,1097.53,1096.2426,1096.5699,3843
15:49:00,1095.96,1097.01,1095.96,1097.01,6128
15:50:00,1096.9399,1096.9399,1096.24,1096.24,3578
15:51:00,1095.42,1096.8101,1095,1095.78,9914
15:52:00,1095.87,1095.92,1095,1095,7450
15:53:00,1094.5601,1094.58,1093.46,1093.5,8910
15:54:00,1093.42,1093.98,1093,1093.78,8979
15:55:00,1093.51,1094.715,1093.51,1094.715,8412
